station,thickness,texture,cn,rew
grid_231,0.2,sandy clay loam,46,5
grid_231,0.5,sandy clay loam,46,5
grid_231,0.5,sandy clay,46,5
grid_232,0.2,sandy loam,46,5
grid_232,0.2,sandy loam,46,5
grid_232,0.2,sandy loam,46,5
grid_232,0.2,sandy loam,46,5
grid_232,0.2,sandy loam,46,5
grid_232,0.5,sandy loam,46,5
grid_232,0.5,sandy clay loam,46,5
grid_233,0.2,sandy loam,46,5
grid_233,0.2,sandy loam,46,5
grid_233,0.2,sandy clay loam,46,5
grid_233,0.2,sandy clay loam,46,5
grid_233,0.2,sandy clay loam,46,5
grid_233,0.5,sandy clay loam,46,5
grid_233,0.5,sandy clay,46,5
grid_234,0.2,sandy loam,46,5
grid_234,0.2,sandy loam,46,5
grid_234,0.2,sandy clay loam,46,5
grid_234,0.2,sandy clay loam,46,5
grid_234,0.2,sandy clay loam,46,5
grid_234,0.5,sandy clay loam,46,5
grid_234,0.5,sandy clay,46,5
grid_235,0.2,sandy loam,46,5
grid_235,0.2,sandy loam,46,5
grid_235,0.2,sandy clay loam,46,5
grid_235,0.2,sandy clay loam,46,5
grid_235,0.2,sandy clay loam,46,5
grid_235,0.5,sandy clay loam,46,5
grid_235,0.5,sandy clay,46,5
grid_236,0.2,sandy loam,46,5
grid_236,0.2,sandy loam,46,5
grid_236,0.2,sandy clay loam,46,5
grid_236,0.2,sandy clay loam,46,5
grid_236,0.2,sandy clay loam,46,5
grid_236,0.5,sandy clay loam,46,5
grid_236,0.5,sandy clay,46,5
grid_237,0.2,sandy loam,46,5
grid_237,0.2,sandy loam,46,5
grid_237,0.2,sandy clay loam,46,5
grid_237,0.2,sandy clay loam,46,5
grid_237,0.2,sandy clay loam,46,5
grid_237,0.5,sandy clay loam,46,5
grid_237,0.5,sandy clay,46,5
grid_238,0.2,sandy loam,46,5
grid_238,0.2,sandy loam,46,5
grid_238,0.2,sandy clay loam,46,5
grid_238,0.2,sandy clay loam,46,5
grid_238,0.2,sandy clay loam,46,5
grid_238,0.5,sandy clay loam,46,5
grid_238,0.5,sandy clay,46,5
grid_239,0.2,sandy loam,46,5
grid_239,0.2,sandy clay loam,46,5
grid_239,0.2,clay loam,46,5
grid_239,0.2,clay loam,46,5
grid_239,0.2,clay,46,5
grid_239,0.5,clay loam,46,5
grid_239,0.5,clay loam,46,5
grid_240,0.2,clay,46,5
grid_240,0.2,clay,46,5
grid_240,0.2,clay,46,5
grid_240,0.2,clay,46,5
grid_240,0.2,clay,46,5
grid_240,0.5,clay,46,5
grid_240,0.5,clay,46,5
grid_241,0.2,clay,46,5
grid_241,0.2,clay,46,5
grid_241,0.2,clay,46,5
grid_241,0.2,clay,46,5
grid_241,0.2,clay,46,5
grid_241,0.5,clay,46,5
grid_241,0.5,clay,46,5
grid_242,0.2,sandy loam,46,5
grid_242,0.2,sandy loam,46,5
grid_242,0.2,sandy clay loam,46,5
grid_242,0.2,sandy loam,46,5
grid_242,0.2,sandy loam,46,5
grid_242,0.5,sandy loam,46,5
grid_242,0.5,sandy loam,46,5
grid_243,0.2,sandy loam,46,5
grid_243,0.2,sandy loam,46,5
grid_243,0.2,sandy clay loam,46,5
grid_243,0.2,sandy loam,46,5
grid_243,0.2,sandy loam,46,5
grid_243,0.5,sandy loam,46,5
grid_243,0.5,sandy loam,46,5
grid_244,0.2,sandy loam,46,5
grid_244,0.2,sandy loam,46,5
grid_244,0.2,sandy loam,46,5
grid_244,0.2,sandy loam,46,5
grid_244,0.2,sandy loam,46,5
grid_244,0.5,sandy loam,46,5
grid_244,0.5,sandy clay loam,46,5
grid_245,0.2,sandy loam,46,5
grid_245,0.2,sandy loam,46,5
grid_245,0.2,sandy loam,46,5
grid_245,0.2,sandy loam,46,5
grid_245,0.2,sandy loam,46,5
grid_245,0.5,sandy loam,46,5
grid_245,0.5,sandy clay loam,46,5
grid_246,0.2,clay,46,5
grid_246,0.2,clay,46,5
grid_246,0.2,clay,46,5
grid_246,0.2,clay,46,5
grid_246,0.2,clay,46,5
grid_246,0.5,clay,46,5
grid_246,0.5,clay,46,5
grid_247,0.2,clay,46,5
grid_247,0.2,clay,46,5
grid_247,0.2,clay,46,5
grid_247,0.2,clay,46,5
grid_247,0.2,clay,46,5
grid_247,0.5,clay,46,5
grid_247,0.5,clay,46,5
grid_248,0.2,sandy loam,46,5
grid_248,0.2,sandy loam,46,5
grid_248,0.2,sandy loam,46,5
grid_248,0.2,sandy loam,46,5
grid_248,0.2,sandy loam,46,5
grid_248,0.5,sandy loam,46,5
grid_248,0.5,sandy clay loam,46,5
grid_249,0.2,sandy loam,46,5
grid_249,0.2,sandy loam,46,5
grid_249,0.2,sandy loam,46,5
grid_249,0.2,sandy loam,46,5
grid_249,0.2,sandy loam,46,5
grid_249,0.5,sandy loam,46,5
grid_249,0.5,sandy clay loam,46,5
grid_250,0.2,sandy loam,46,5
grid_250,0.2,sandy loam,46,5
grid_250,0.2,sandy loam,46,5
grid_250,0.2,sandy loam,46,5
grid_250,0.2,sandy loam,46,5
grid_250,0.5,sandy loam,46,5
grid_250,0.5,sandy clay loam,46,5
grid_251,0.2,sandy loam,46,5
grid_251,0.2,sandy loam,46,5
grid_251,0.2,sandy loam,46,5
grid_251,0.2,sandy loam,46,5
grid_251,0.2,sandy loam,46,5
grid_251,0.5,sandy loam,46,5
grid_251,0.5,sandy clay loam,46,5
grid_252,0.2,sandy loam,46,5
grid_252,0.2,sandy loam,46,5
grid_252,0.2,sandy loam,46,5
grid_252,0.2,sandy loam,46,5
grid_252,0.2,sandy loam,46,5
grid_252,0.5,sandy loam,46,5
grid_252,0.5,sandy clay loam,46,5
grid_253,0.2,clay loam,46,5
grid_253,0.2,clay loam,46,5
grid_253,0.2,clay loam,46,5
grid_253,0.2,clay loam,46,5
grid_253,0.2,clay,46,5
grid_253,0.5,clay,46,5
grid_253,0.5,clay,46,5
grid_254,0.2,clay,46,5
grid_254,0.2,clay,46,5
grid_254,0.2,clay,46,5
grid_254,0.2,clay,46,5
grid_254,0.2,clay,46,5
grid_254,0.5,clay,46,5
grid_254,0.5,clay,46,5
grid_255,0.2,sandy loam,46,5
grid_255,0.2,sandy loam,46,5
grid_255,0.2,sandy clay loam,46,5
grid_255,0.2,sandy loam,46,5
grid_255,0.2,sandy loam,46,5
grid_255,0.5,sandy loam,46,5
grid_255,0.5,sandy loam,46,5
grid_256,0.2,sandy loam,46,5
grid_256,0.2,sandy loam,46,5
grid_256,0.2,sandy clay loam,46,5
grid_256,0.2,sandy loam,46,5
grid_256,0.2,sandy loam,46,5
grid_256,0.5,sandy loam,46,5
grid_256,0.5,sandy loam,46,5
grid_257,0.2,sandy loam,46,5
grid_257,0.2,sandy loam,46,5
grid_257,0.2,sandy clay loam,46,5
grid_257,0.2,sandy loam,46,5
grid_257,0.2,sandy loam,46,5
grid_257,0.5,sandy loam,46,5
grid_257,0.5,sandy loam,46,5
grid_258,0.2,sandy loam,46,5
grid_258,0.2,sandy loam,46,5
grid_258,0.2,sandy clay loam,46,5
grid_258,0.2,sandy loam,46,5
grid_258,0.2,sandy loam,46,5
grid_258,0.5,sandy loam,46,5
grid_258,0.5,sandy loam,46,5
grid_259,0.2,sandy loam,46,5
grid_259,0.2,sandy loam,46,5
grid_259,0.2,sandy clay loam,46,5
grid_259,0.2,sandy loam,46,5
grid_259,0.2,sandy loam,46,5
grid_259,0.5,sandy loam,46,5
grid_259,0.5,sandy loam,46,5
grid_260,0.2,sandy loam,46,5
grid_260,0.2,sandy clay loam,46,5
grid_260,0.2,sandy clay loam,46,5
grid_260,0.2,sandy clay,46,5
grid_260,0.2,sandy clay,46,5
grid_260,0.5,sandy clay,46,5
grid_260,0.5,clay loam,46,5
grid_261,0.2,clay,46,5
grid_261,0.2,clay,46,5
grid_261,0.2,clay,46,5
grid_261,0.2,clay,46,5
grid_261,0.2,clay,46,5
grid_261,0.5,clay,46,5
grid_261,0.5,clay,46,5
grid_262,0.2,sandy loam,46,5
grid_262,0.2,sandy loam,46,5
grid_262,0.2,sandy clay loam,46,5
grid_262,0.2,sandy clay loam,46,5
grid_262,0.2,sandy clay loam,46,5
grid_262,0.5,sandy clay loam,46,5
grid_262,0.5,sandy clay,46,5
grid_263,0.2,sandy loam,46,5
grid_263,0.2,sandy loam,46,5
grid_263,0.2,sandy clay loam,46,5
grid_263,0.2,sandy clay loam,46,5
grid_263,0.2,sandy clay loam,46,5
grid_263,0.5,sandy clay loam,46,5
grid_263,0.5,sandy clay,46,5
grid_264,0.2,sandy loam,46,5
grid_264,0.2,sandy loam,46,5
grid_264,0.2,sandy loam,46,5
grid_264,0.2,sandy loam,46,5
grid_264,0.2,sandy loam,46,5
grid_264,0.5,sandy loam,46,5
grid_264,0.5,sandy clay loam,46,5
grid_265,0.2,sandy loam,46,5
grid_265,0.2,sandy loam,46,5
grid_265,0.2,sandy clay loam,46,5
grid_265,0.2,sandy clay loam,46,5
grid_265,0.2,sandy clay loam,46,5
grid_265,0.5,sandy clay loam,46,5
grid_265,0.5,sandy clay,46,5
grid_266,0.2,sandy loam,46,5
grid_266,0.2,sandy loam,46,5
grid_266,0.2,sandy clay loam,46,5
grid_266,0.2,sandy clay loam,46,5
grid_266,0.2,sandy clay loam,46,5
grid_266,0.5,sandy clay loam,46,5
grid_266,0.5,sandy clay,46,5
grid_267,0.2,sandy loam,46,5
grid_267,0.2,sandy loam,46,5
grid_267,0.2,sandy clay loam,46,5
grid_267,0.2,sandy clay loam,46,5
grid_267,0.2,sandy clay loam,46,5
grid_267,0.5,sandy clay loam,46,5
grid_267,0.5,sandy clay,46,5
grid_268,0.2,sandy loam,46,5
grid_268,0.2,sandy loam,46,5
grid_268,0.2,sandy clay loam,46,5
grid_268,0.2,sandy clay loam,46,5
grid_268,0.2,sandy clay loam,46,5
grid_268,0.5,sandy clay loam,46,5
grid_268,0.5,sandy clay,46,5
grid_269,0.2,sandy loam,46,5
grid_269,0.2,sandy loam,46,5
grid_269,0.2,sandy clay loam,46,5
grid_269,0.2,sandy clay loam,46,5
grid_269,0.2,sandy clay loam,46,5
grid_269,0.5,sandy clay loam,46,5
grid_269,0.5,sandy clay,46,5
grid_270,0.2,sandy loam,46,5
grid_270,0.2,sandy loam,46,5
grid_270,0.2,sandy clay loam,46,5
grid_270,0.2,sandy clay loam,46,5
grid_270,0.2,sandy clay loam,46,5
grid_270,0.5,sandy clay loam,46,5
grid_270,0.5,sandy clay,46,5
grid_271,0.2,sandy loam,46,5
grid_271,0.2,sandy clay loam,46,5
grid_271,0.2,clay loam,46,5
grid_271,0.2,clay loam,46,5
grid_271,0.2,clay,46,5
grid_271,0.5,clay loam,46,5
grid_271,0.5,clay loam,46,5
grid_272,0.2,sandy loam,46,5
grid_272,0.2,clay,46,5
grid_272,0.2,clay,46,5
grid_272,0.2,clay,46,5
grid_272,0.2,clay,46,5
grid_272,0.5,clay,46,5
grid_272,0.5,clay,46,5
grid_273,0.2,sandy loam,46,5
grid_273,0.2,sandy loam,46,5
grid_273,0.2,sandy clay loam,46,5
grid_273,0.2,sandy loam,46,5
grid_273,0.2,sandy loam,46,5
grid_273,0.5,sandy loam,46,5
grid_273,0.5,sandy loam,46,5
grid_274,0.2,sandy loam,46,5
grid_274,0.2,sandy loam,46,5
grid_274,0.2,sandy clay loam,46,5
grid_274,0.2,sandy loam,46,5
grid_274,0.2,sandy loam,46,5
grid_274,0.5,sandy loam,46,5
grid_274,0.5,sandy loam,46,5
grid_275,0.2,clay,46,5
grid_275,0.2,clay,46,5
grid_275,0.2,clay,46,5
grid_275,0.2,clay,46,5
grid_275,0.2,clay,46,5
grid_275,0.5,clay,46,5
grid_275,0.5,clay,46,5
grid_276,0.2,clay,46,5
grid_276,0.2,clay,46,5
grid_276,0.2,clay,46,5
grid_276,0.2,clay,46,5
grid_276,0.2,clay,46,5
grid_276,0.5,clay,46,5
grid_276,0.5,clay,46,5
grid_277,0.2,clay,46,5
grid_277,0.2,clay,46,5
grid_277,0.2,clay,46,5
grid_277,0.2,clay,46,5
grid_277,0.2,clay,46,5
grid_277,0.5,clay,46,5
grid_277,0.5,clay,46,5
grid_278,0.2,clay,46,5
grid_278,0.2,clay,46,5
grid_278,0.2,clay,46,5
grid_278,0.2,clay,46,5
grid_278,0.2,clay,46,5
grid_278,0.5,clay,46,5
grid_278,0.5,clay,46,5
grid_279,0.2,clay,46,5
grid_279,0.2,clay,46,5
grid_279,0.2,clay,46,5
grid_279,0.2,clay,46,5
grid_279,0.2,clay,46,5
grid_279,0.5,clay,46,5
grid_279,0.5,clay,46,5
grid_280,0.2,clay,46,5
grid_280,0.2,clay,46,5
grid_280,0.2,clay,46,5
grid_280,0.2,clay,46,5
grid_280,0.2,clay,46,5
grid_280,0.5,clay,46,5
grid_280,0.5,clay,46,5
grid_281,0.2,clay,46,5
grid_281,0.2,clay,46,5
grid_281,0.2,clay,46,5
grid_281,0.2,clay,46,5
grid_281,0.2,clay,46,5
grid_281,0.5,clay,46,5
grid_281,0.5,clay,46,5
grid_282,0.2,sandy loam,46,5
grid_282,0.2,sandy loam,46,5
grid_282,0.2,sandy loam,46,5
grid_282,0.2,sandy loam,46,5
grid_282,0.2,sandy loam,46,5
grid_282,0.5,sandy loam,46,5
grid_282,0.5,sandy clay loam,46,5
grid_283,0.2,sandy loam,46,5
grid_283,0.2,sandy loam,46,5
grid_283,0.2,sandy clay loam,46,5
grid_283,0.2,sandy loam,46,5
grid_283,0.2,sandy loam,46,5
grid_283,0.5,sandy loam,46,5
grid_283,0.5,sandy loam,46,5
grid_284,0.2,sandy loam,46,5
grid_284,0.2,sandy loam,46,5
grid_284,0.2,sandy loam,46,5
grid_284,0.2,sandy loam,46,5
grid_284,0.2,sandy loam,46,5
grid_284,0.5,sandy loam,46,5
grid_284,0.5,sandy clay loam,46,5
grid_285,0.2,sandy loam,46,5
grid_285,0.2,sandy loam,46,5
grid_285,0.2,sandy clay loam,46,5
grid_285,0.2,sandy loam,46,5
grid_285,0.2,sandy loam,46,5
grid_285,0.5,sandy loam,46,5
grid_285,0.5,sandy loam,46,5
grid_286,0.2,sandy loam,46,5
grid_286,0.2,sandy loam,46,5
grid_286,0.2,sandy clay loam,46,5
grid_286,0.2,sandy loam,46,5
grid_286,0.2,sandy loam,46,5
grid_286,0.5,sandy loam,46,5
grid_286,0.5,sandy loam,46,5
grid_287,0.2,sandy loam,46,5
grid_287,0.2,sandy loam,46,5
grid_287,0.2,sandy clay loam,46,5
grid_287,0.2,sandy loam,46,5
grid_287,0.2,sandy loam,46,5
grid_287,0.5,sandy loam,46,5
grid_287,0.5,sandy loam,46,5
grid_288,0.2,sandy loam,46,5
grid_288,0.2,sandy loam,46,5
grid_288,0.2,sandy clay loam,46,5
grid_288,0.2,sandy loam,46,5
grid_288,0.2,sandy loam,46,5
grid_288,0.5,sandy loam,46,5
grid_288,0.5,sandy loam,46,5
grid_289,0.2,sandy loam,46,5
grid_289,0.2,sandy loam,46,5
grid_289,0.2,sandy clay loam,46,5
grid_289,0.2,sandy loam,46,5
grid_289,0.2,sandy loam,46,5
grid_289,0.5,sandy loam,46,5
grid_289,0.5,sandy loam,46,5
grid_290,0.2,sandy loam,46,5
grid_290,0.2,sandy loam,46,5
grid_290,0.2,clay,46,5
grid_290,0.2,sandy loam,46,5
grid_290,0.2,sandy loam,46,5
grid_290,0.5,sandy loam,46,5
grid_290,0.5,sandy loam,46,5
grid_291,0.2,clay,46,5
grid_291,0.2,clay,46,5
grid_291,0.2,clay,46,5
grid_291,0.2,clay,46,5
grid_291,0.2,clay,46,5
grid_291,0.5,clay,46,5
grid_291,0.5,clay,46,5
grid_292,0.2,clay,46,5
grid_292,0.2,clay,46,5
grid_292,0.2,clay,46,5
grid_292,0.2,clay,46,5
grid_292,0.2,clay,46,5
grid_292,0.5,clay,46,5
grid_292,0.5,clay,46,5
grid_293,0.2,sandy loam,46,5
grid_293,0.2,sandy loam,46,5
grid_293,0.2,sandy clay loam,46,5
grid_293,0.2,sandy clay loam,46,5
grid_293,0.2,sandy clay loam,46,5
grid_293,0.5,sandy clay loam,46,5
grid_293,0.5,sandy clay,46,5
grid_294,0.2,sandy loam,46,5
grid_294,0.2,sandy loam,46,5
grid_294,0.2,sandy clay loam,46,5
grid_294,0.2,sandy clay loam,46,5
grid_294,0.2,sandy clay loam,46,5
grid_294,0.5,sandy clay loam,46,5
grid_294,0.5,sandy clay,46,5
grid_295,0.2,clay,46,5
grid_295,0.2,clay,46,5
grid_295,0.2,clay,46,5
grid_295,0.2,clay,46,5
grid_295,0.2,clay,46,5
grid_295,0.5,clay,46,5
grid_295,0.5,clay,46,5
grid_296,0.2,sandy loam,46,5
grid_296,0.2,sandy loam,46,5
grid_296,0.2,sandy clay loam,46,5
grid_296,0.2,sandy clay loam,46,5
grid_296,0.2,sandy clay loam,46,5
grid_296,0.5,sandy clay loam,46,5
grid_296,0.5,sandy clay,46,5
grid_297,0.2,sandy loam,46,5
grid_297,0.2,sandy loam,46,5
grid_297,0.2,sandy clay loam,46,5
grid_297,0.2,sandy clay loam,46,5
grid_297,0.2,sandy clay loam,46,5
grid_297,0.5,sandy clay loam,46,5
grid_297,0.5,sandy clay,46,5
grid_298,0.2,sandy loam,46,5
grid_298,0.2,sandy loam,46,5
grid_298,0.2,sandy clay loam,46,5
grid_298,0.2,sandy clay loam,46,5
grid_298,0.2,sandy clay loam,46,5
grid_298,0.5,sandy clay loam,46,5
grid_298,0.5,sandy clay,46,5
grid_299,0.2,sandy loam,46,5
grid_299,0.2,sandy loam,46,5
grid_299,0.2,sandy clay loam,46,5
grid_299,0.2,sandy clay loam,46,5
grid_299,0.2,sandy clay loam,46,5
grid_299,0.5,sandy clay loam,46,5
grid_299,0.5,sandy clay,46,5
grid_300,0.2,sandy loam,46,5
grid_300,0.2,sandy loam,46,5
grid_300,0.2,sandy clay loam,46,5
grid_300,0.2,sandy clay loam,46,5
grid_300,0.2,sandy clay loam,46,5
grid_300,0.5,sandy clay loam,46,5
grid_300,0.5,sandy clay,46,5
grid_301,0.2,sandy loam,46,5
grid_301,0.2,sandy loam,46,5
grid_301,0.2,sandy clay loam,46,5
grid_301,0.2,sandy clay loam,46,5
grid_301,0.2,clay,46,5
grid_301,0.5,sandy clay loam,46,5
grid_301,0.5,sandy clay,46,5
grid_302,0.2,sandy loam,46,5
grid_302,0.2,clay,46,5
grid_302,0.2,clay,46,5
grid_302,0.2,clay,46,5
grid_302,0.2,clay,46,5
grid_302,0.5,clay,46,5
grid_302,0.5,clay,46,5
grid_303,0.2,sandy loam,46,5
grid_303,0.2,sandy loam,46,5
grid_303,0.2,sandy clay loam,46,5
grid_303,0.2,sandy clay loam,46,5
grid_303,0.2,sandy clay loam,46,5
grid_303,0.5,sandy clay loam,46,5
grid_303,0.5,sandy clay,46,5
grid_304,0.2,sandy loam,46,5
grid_304,0.2,sandy loam,46,5
grid_304,0.2,sandy clay loam,46,5
grid_304,0.2,sandy loam,46,5
grid_304,0.2,sandy loam,46,5
grid_304,0.5,sandy loam,46,5
grid_304,0.5,sandy loam,46,5
grid_305,0.2,clay,46,5
grid_305,0.2,clay,46,5
grid_305,0.2,clay,46,5
grid_305,0.2,clay,46,5
grid_305,0.2,clay,46,5
grid_305,0.5,clay,46,5
grid_305,0.5,clay,46,5
grid_306,0.2,sandy loam,46,5
grid_306,0.2,sandy loam,46,5
grid_306,0.2,sandy clay loam,46,5
grid_306,0.2,sandy loam,46,5
grid_306,0.2,sandy loam,46,5
grid_306,0.5,sandy loam,46,5
grid_306,0.5,sandy loam,46,5
grid_307,0.2,sandy loam,46,5
grid_307,0.2,sandy loam,46,5
grid_307,0.2,sandy clay loam,46,5
grid_307,0.2,sandy loam,46,5
grid_307,0.2,sandy loam,46,5
grid_307,0.5,sandy loam,46,5
grid_307,0.5,sandy loam,46,5
grid_308,0.2,clay,46,5
grid_308,0.2,clay,46,5
grid_308,0.2,clay,46,5
grid_308,0.2,clay,46,5
grid_308,0.2,clay,46,5
grid_308,0.5,clay,46,5
grid_308,0.5,clay,46,5
grid_309,0.2,clay,46,5
grid_309,0.2,clay,46,5
grid_309,0.2,clay,46,5
grid_309,0.2,clay,46,5
grid_309,0.2,clay,46,5
grid_309,0.5,clay,46,5
grid_309,0.5,clay,46,5
grid_310,0.2,clay,46,5
grid_310,0.2,clay,46,5
grid_310,0.2,clay,46,5
grid_310,0.2,clay,46,5
grid_310,0.2,clay,46,5
grid_310,0.5,clay,46,5
grid_310,0.5,clay,46,5
grid_311,0.2,clay,46,5
grid_311,0.2,clay,46,5
grid_311,0.2,clay,46,5
grid_311,0.2,clay,46,5
grid_311,0.2,clay,46,5
grid_311,0.5,clay,46,5
grid_311,0.5,clay,46,5
grid_312,0.2,sandy loam,46,5
grid_312,0.2,sandy loam,46,5
grid_312,0.2,sandy clay loam,46,5
grid_312,0.2,sandy loam,46,5
grid_312,0.2,sandy loam,46,5
grid_312,0.5,sandy loam,46,5
grid_312,0.5,clay,46,5
grid_313,0.2,sandy loam,46,5
grid_313,0.2,sandy loam,46,5
grid_313,0.2,sandy clay loam,46,5
grid_313,0.2,sandy loam,46,5
grid_313,0.2,sandy loam,46,5
grid_313,0.5,sandy loam,46,5
grid_313,0.5,sandy loam,46,5
grid_314,0.2,sandy loam,46,5
grid_314,0.2,sandy loam,46,5
grid_314,0.2,sandy loam,46,5
grid_314,0.2,sandy loam,46,5
grid_314,0.2,sandy loam,46,5
grid_314,0.5,sandy loam,46,5
grid_314,0.5,sandy clay loam,46,5
grid_315,0.2,sandy loam,46,5
grid_315,0.2,sandy loam,46,5
grid_315,0.2,sandy clay loam,46,5
grid_315,0.2,sandy clay loam,46,5
grid_315,0.2,sandy clay loam,46,5
grid_315,0.5,sandy clay loam,46,5
grid_315,0.5,sandy clay,46,5
grid_316,0.2,sandy loam,46,5
grid_316,0.2,sandy loam,46,5
grid_316,0.2,sandy clay loam,46,5
grid_316,0.2,sandy loam,46,5
grid_316,0.2,sandy loam,46,5
grid_316,0.5,sandy loam,46,5
grid_316,0.5,sandy loam,46,5
grid_317,0.2,sandy loam,46,5
grid_317,0.2,sandy loam,46,5
grid_317,0.2,sandy clay loam,46,5
grid_317,0.2,sandy loam,46,5
grid_317,0.2,sandy loam,46,5
grid_317,0.5,sandy loam,46,5
grid_317,0.5,sandy loam,46,5
grid_318,0.2,sandy loam,46,5
grid_318,0.2,sandy loam,46,5
grid_318,0.2,sandy clay loam,46,5
grid_318,0.2,sandy loam,46,5
grid_318,0.2,sandy loam,46,5
grid_318,0.5,sandy loam,46,5
grid_318,0.5,sandy loam,46,5
grid_319,0.2,sandy loam,46,5
grid_319,0.2,sandy loam,46,5
grid_319,0.2,sandy clay loam,46,5
grid_319,0.2,sandy loam,46,5
grid_319,0.2,sandy loam,46,5
grid_319,0.5,sandy loam,46,5
grid_319,0.5,sandy loam,46,5
grid_320,0.2,sandy clay loam,46,5
grid_320,0.2,clay,46,5
grid_320,0.2,clay,46,5
grid_320,0.2,clay,46,5
grid_320,0.2,clay,46,5
grid_320,0.5,clay,46,5
grid_320,0.5,clay,46,5
grid_321,0.2,sandy clay loam,46,5
grid_321,0.2,sandy clay loam,46,5
grid_321,0.2,clay loam,46,5
grid_321,0.2,clay loam,46,5
grid_321,0.2,clay loam,46,5
grid_321,0.5,clay,46,5
grid_321,0.5,clay loam,46,5
grid_322,0.2,clay,46,5
grid_322,0.2,clay,46,5
grid_322,0.2,clay,46,5
grid_322,0.2,clay,46,5
grid_322,0.2,clay,46,5
grid_322,0.5,clay,46,5
grid_322,0.5,clay,46,5
grid_323,0.2,clay,46,5
grid_323,0.2,clay,46,5
grid_323,0.2,clay,46,5
grid_323,0.2,clay,46,5
grid_323,0.2,clay,46,5
grid_323,0.5,clay,46,5
grid_323,0.5,clay,46,5
grid_324,0.2,sandy loam,46,5
grid_324,0.2,sandy loam,46,5
grid_324,0.2,sandy clay loam,46,5
grid_324,0.2,sandy clay loam,46,5
grid_324,0.2,sandy clay loam,46,5
grid_324,0.5,sandy clay loam,46,5
grid_324,0.5,sandy clay,46,5
grid_325,0.2,clay,46,5
grid_325,0.2,clay,46,5
grid_325,0.2,clay,46,5
grid_325,0.2,clay,46,5
grid_325,0.2,clay,46,5
grid_325,0.5,clay,46,5
grid_325,0.5,clay,46,5
grid_326,0.2,sandy loam,46,5
grid_326,0.2,sandy loam,46,5
grid_326,0.2,sandy clay loam,46,5
grid_326,0.2,sandy clay loam,46,5
grid_326,0.2,sandy clay loam,46,5
grid_326,0.5,sandy clay loam,46,5
grid_326,0.5,sandy clay,46,5
grid_327,0.2,sandy loam,46,5
grid_327,0.2,sandy loam,46,5
grid_327,0.2,sandy clay loam,46,5
grid_327,0.2,sandy clay loam,46,5
grid_327,0.2,sandy clay loam,46,5
grid_327,0.5,sandy clay loam,46,5
grid_327,0.5,sandy clay,46,5
grid_328,0.2,sandy loam,46,5
grid_328,0.2,sandy loam,46,5
grid_328,0.2,sandy clay loam,46,5
grid_328,0.2,sandy clay loam,46,5
grid_328,0.2,sandy clay loam,46,5
grid_328,0.5,sandy clay loam,46,5
grid_328,0.5,sandy clay,46,5
grid_329,0.2,sandy loam,46,5
grid_329,0.2,sandy loam,46,5
grid_329,0.2,sandy clay loam,46,5
grid_329,0.2,sandy clay loam,46,5
grid_329,0.2,sandy clay loam,46,5
grid_329,0.5,sandy clay loam,46,5
grid_329,0.5,sandy clay,46,5
grid_330,0.2,sandy loam,46,5
grid_330,0.2,sandy loam,46,5
grid_330,0.2,sandy clay loam,46,5
grid_330,0.2,sandy clay loam,46,5
grid_330,0.2,sandy clay loam,46,5
grid_330,0.5,sandy clay loam,46,5
grid_330,0.5,sandy clay,46,5
grid_331,0.2,sandy loam,46,5
grid_331,0.2,sandy loam,46,5
grid_331,0.2,sandy clay loam,46,5
grid_331,0.2,sandy clay loam,46,5
grid_331,0.2,sandy clay loam,46,5
grid_331,0.5,sandy clay loam,46,5
grid_331,0.5,sandy clay,46,5
grid_332,0.2,sandy loam,46,5
grid_332,0.2,sandy loam,46,5
grid_332,0.2,sandy clay loam,46,5
grid_332,0.2,sandy clay loam,46,5
grid_332,0.2,sandy clay loam,46,5
grid_332,0.5,sandy clay loam,46,5
grid_332,0.5,sandy clay,46,5
grid_333,0.2,sandy loam,46,5
grid_333,0.2,sandy loam,46,5
grid_333,0.2,sandy clay loam,46,5
grid_333,0.2,sandy clay loam,46,5
grid_333,0.2,sandy clay loam,46,5
grid_333,0.5,sandy clay loam,46,5
grid_333,0.5,sandy clay,46,5
grid_334,0.2,clay,46,5
grid_334,0.2,clay,46,5
grid_334,0.2,clay,46,5
grid_334,0.2,clay,46,5
grid_334,0.2,clay,46,5
grid_334,0.5,clay,46,5
grid_334,0.5,clay,46,5
grid_335,0.2,clay,46,5
grid_335,0.2,clay,46,5
grid_335,0.2,clay,46,5
grid_335,0.2,clay,46,5
grid_335,0.2,clay,46,5
grid_335,0.5,clay,46,5
grid_335,0.5,clay,46,5
grid_336,0.2,clay,46,5
grid_336,0.2,clay,46,5
grid_336,0.2,clay,46,5
grid_336,0.2,clay,46,5
grid_336,0.2,clay,46,5
grid_336,0.5,clay,46,5
grid_336,0.5,clay,46,5
grid_337,0.2,sandy loam,46,5
grid_337,0.2,sandy loam,46,5
grid_337,0.2,sandy clay loam,46,5
grid_337,0.2,sandy loam,46,5
grid_337,0.2,sandy loam,46,5
grid_337,0.5,sandy loam,46,5
grid_337,0.5,sandy loam,46,5
grid_338,0.2,sandy loam,46,5
grid_338,0.2,sandy loam,46,5
grid_338,0.2,sandy clay loam,46,5
grid_338,0.2,sandy loam,46,5
grid_338,0.2,sandy loam,46,5
grid_338,0.5,sandy loam,46,5
grid_338,0.5,sandy loam,46,5
